title,link,special_price,normal_price,User-Agent
Authentic Uwell Caliburn G POD kit - Green,https://www.cigabuy.com/authentic-uwell-caliburn-g-pod-kit-green-p-19939.html,$17.43,$33.11 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
1 x Authentic Uwell Aeglos Empty Pod Cartridge 3.5ml,https://www.cigabuy.com/1-x-authentic-uwell-aeglos-empty-pod-cartridge-35ml-p-20291.html,$1.09,$3.41 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
4 x Authentic Uwell Aeglos UN2 meshed-H coil 0.23ohm,https://www.cigabuy.com/4-x-authentic-uwell-aeglos-un2-meshed-h-coil-023ohm-p-20293.html,$2.18,$9.09 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Uwell Whirl S Pen Kit - Dark gray,https://www.cigabuy.com/authentic-uwell-whirl-s-pen-kit-dark-gray-p-20634.html,$8.71,$39.53 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Uwell Whirl S Pen Kit - Blue,https://www.cigabuy.com/authentic-uwell-whirl-s-pen-kit-blue-p-20635.html,$8.71,$39.53 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
2 x Authentic VOOPOO PnP Pod Empty Cartridge 4.5ML,https://www.cigabuy.com/2-x-authentic-voopoo-pnp-pod-empty-cartridge-45ml-p-20744.html,$3.27,$4.54 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
1 x Authentic Uwell Aeglos  P1 Empty Cartridge,https://www.cigabuy.com/1-x-authentic-uwell-aeglos-p1-empty-cartridge-p-21534.html,$2.18,$2.27 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
1 x Authentic VOOPOO TPP-X Empty Pod Cartridge 5.5ml - Blue,https://www.cigabuy.com/1-x-authentic-voopoo-tpp-x-empty-pod-cartridge-55ml-blue-p-21922.html,$4.90,$5.68 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic VOOPOO TPP-X Pod Tank 5.5ml - Stainless Steel,https://www.cigabuy.com/authentic-voopoo-tpp-x-pod-tank-55ml-stainless-steel-p-21926.html,$11.98,$13.87 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Digiflavor S G MTL Tube Kit - Black,https://www.cigabuy.com/authentic-digiflavor-s-g-mtl-tube-kit-black-p-21983.html,$33.77,$50.25 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Uwell Caliburn AK2 Kit - Graphite Gray,https://www.cigabuy.com/authentic-uwell-caliburn-ak2-kit-graphite-gray-p-22085.html,$11.98,$27.13 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Uwell Caliburn AK2 Kit - Neon Orange,https://www.cigabuy.com/authentic-uwell-caliburn-ak2-kit-neon-orange-p-22086.html,$11.98,$27.13 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Wismec Reuleaux RX G 100W Kit - Cyberspace,https://www.cigabuy.com/authentic-wismec-reuleaux-rx-g-100w-kit-cyberspace-p-22160.html,$49.02,$52.57 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Wismec Reuleaux RX G 100W Kit - Mecha,https://www.cigabuy.com/authentic-wismec-reuleaux-rx-g-100w-kit-mecha-p-22161.html,$49.02,$52.57 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
2 x Authentic VOOPOO ITO Empty Pod Cartridge,https://www.cigabuy.com/2-x-authentic-voopoo-ito-empty-pod-cartridge-p-22255.html,$3.27,$4.54 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
"Cevapro Cycling Gloves, Touchscreen Winter Gloves Thicken Warm Gloves - SIZE XXL",https://www.cigabuy.com/cevapro-cycling-gloves-touchscreen-winter-gloves-thicken-warm-gloves-size-xxl-p-22445.html,$1.09,$4.54 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Geekvape 1FC Pod Kit - Black,https://www.cigabuy.com/authentic-geekvape-1fc-pod-kit-black-p-22471.html,$16.34,$29.59 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic YiHi SXmini MK Pro Air Kit - Blue,https://www.cigabuy.com/authentic-yihi-sxmini-mk-pro-air-kit-blue-p-22481.html,$10.89,$18.11 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Steam Crave T-shirt - XL,https://www.cigabuy.com/steam-crave-t-shirt-xl-p-22554.html,$1.09,$11.36 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Lost Vape Orion DNA GO 40W Pod System Kit - Purple Ocean scallop,https://www.cigabuy.com/authentic-lost-vape-orion-dna-go-40w-pod-system-kit-purple-ocean-scallop-p-22556.html,$17.43,$84.17 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic asMODus Minikin 3 200W Touch Screen Box Mod - Black,https://www.cigabuy.com/authentic-asmodus-minikin-3-200w-touch-screen-box-mod-black-p-15872.html,,,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
Authentic Wotofo Profile PS Dual Mesh RDA - Black,https://www.cigabuy.com/authentic-wotofo-profile-ps-dual-mesh-rda-black-p-22015.html,$16.34,$35.13 ,"b'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36'"
